City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Right Now,Country,Date
259,Ponta Do Sol,32.6667,-17.1,66.0,83,35,12.88,scattered clouds,PT,2022-01-31 23:48:33
260,Cidreira,-30.1811,-50.2056,73.33,85,26,3.89,scattered clouds,BR,2022-01-31 23:48:33
261,Fare,-16.7,-151.0167,81.01,73,5,20.0,clear sky,PF,2022-01-31 23:48:34
262,East London,-33.0153,27.9116,77.18,73,100,2.71,overcast clouds,ZA,2022-01-31 23:47:40
263,Winnemucca,40.973,-117.7357,48.25,27,0,12.66,clear sky,US,2022-01-31 23:48:34
264,Port-Cartier,50.0334,-66.8654,5.22,92,67,7.25,broken clouds,CA,2022-01-31 23:48:35
265,Marawi,7.9986,124.2928,70.32,90,100,1.39,overcast clouds,PH,2022-01-31 23:48:35
266,Vila Do Maio,15.1333,-23.2167,70.59,77,100,12.37,overcast clouds,CV,2022-01-31 23:48:35
267,Isoka,-10.1606,32.6335,61.36,97,99,0.87,overcast clouds,ZM,2022-01-31 23:48:36
268,San Quintin,30.4833,-115.95,61.56,61,84,10.85,broken clouds,MX,2022-01-31 23:45:58
269,Pacific Grove,36.6177,-121.9166,60.28,84,40,4.0,scattered clouds,US,2022-01-31 23:48:36
270,Port Hedland,-20.3167,118.5667,84.25,84,100,3.44,overcast clouds,AU,2022-01-31 23:48:36
271,Bredasdorp,-34.5322,20.0403,74.28,88,23,4.61,few clouds,ZA,2022-01-31 23:47:31
272,Sijunjung,-0.6876,100.9537,71.47,97,93,1.03,overcast clouds,ID,2022-01-31 23:48:37
273,Semey,50.4111,80.2275,0.21,97,23,5.53,few clouds,KZ,2022-01-31 23:48:37
274,Saint Albans,51.75,-0.3333,43.72,84,75,11.5,broken clouds,GB,2022-01-31 23:48:38
275,Tiksi,71.6872,128.8694,-10.71,100,100,6.58,overcast clouds,RU,2022-01-31 23:46:10
276,Tura,25.5198,90.2201,54.81,65,25,4.99,scattered clouds,IN,2022-01-31 23:49:38
277,Caravelas,-17.7125,-39.2481,78.71,87,3,8.97,clear sky,BR,2022-01-31 23:49:39
278,Nesebar,42.7833,27.7333,35.02,68,57,5.46,broken clouds,BG,2022-01-31 23:49:39
279,Hofn,64.2539,-15.2082,30.36,86,97,8.63,overcast clouds,IS,2022-01-31 23:49:40
280,Dunedin,-45.8742,170.5036,65.8,82,82,13.0,broken clouds,NZ,2022-01-31 23:49:40
281,Minjur,13.2667,80.2667,75.99,76,38,1.3,scattered clouds,IN,2022-01-31 23:49:40
282,Dalaba,10.7,-12.25,65.91,17,87,3.78,overcast clouds,GN,2022-01-31 23:49:41
283,Kedougou,12.5579,-12.1743,80.96,13,79,2.39,broken clouds,SN,2022-01-31 23:49:41
284,Kisangani,0.5167,25.2,73.36,80,100,4.32,overcast clouds,CD,2022-01-31 23:49:41
285,Egvekinot,66.3167,-179.1667,1.6,70,85,13.33,overcast clouds,RU,2022-01-31 23:49:42
286,Xinxiang,35.3089,113.8672,29.19,43,17,5.5,few clouds,CN,2022-01-31 23:49:42
287,North Bend,43.4065,-124.2243,48.85,90,40,4.61,scattered clouds,US,2022-01-31 23:48:07
288,Sao Felix Do Xingu,-6.6447,-51.995,71.64,97,98,1.1,overcast clouds,BR,2022-01-31 23:49:43
289,Iqaluit,63.7506,-68.5145,-29.31,66,20,3.0,few clouds,CA,2022-01-31 23:49:43
290,Grindavik,63.8424,-22.4338,39.15,87,20,35.68,few clouds,IS,2022-01-31 23:49:44
291,Serafimovich,49.5786,42.736,35.62,87,100,15.05,overcast clouds,RU,2022-01-31 23:49:44
292,Basco,20.4487,121.9702,71.73,72,81,24.43,broken clouds,PH,2022-01-31 23:49:44
293,Sabha,27.0377,14.4283,49.28,45,0,9.53,clear sky,LY,2022-01-31 23:49:45
294,Krumbach,48.2418,10.3632,35.26,83,100,18.32,snow,DE,2022-01-31 23:49:45
295,Puerto Colombia,10.9878,-74.9547,78.89,79,2,23.71,clear sky,CO,2022-01-31 23:49:45
296,Gornyy,55.1153,83.9059,13.01,95,100,6.71,overcast clouds,RU,2022-01-31 23:49:46
297,Kayes,14.0,-11.0,84.45,11,84,10.83,broken clouds,ML,2022-01-31 23:49:46
298,Pangnirtung,66.1451,-65.7125,-25.6,68,20,2.3,few clouds,CA,2022-01-31 23:49:46
299,Carutapera,-1.195,-46.02,74.75,93,99,11.27,overcast clouds,BR,2022-01-31 23:49:47
300,Codrington,-38.2667,141.9667,63.19,62,71,20.49,broken clouds,AU,2022-01-31 23:49:47
301,Masunga,-20.6246,27.4488,64.74,83,70,8.61,broken clouds,BW,2022-01-31 23:49:47
302,Ciudad Bolivar,8.1222,-63.5497,84.7,50,95,12.3,overcast clouds,VE,2022-01-31 23:49:48
303,Qom,34.6401,50.8764,41.94,63,100,6.8,overcast clouds,IR,2022-01-31 23:49:48
304,Zlobin,45.2924,14.6541,36.7,62,20,13.8,few clouds,HR,2022-01-31 23:49:49
305,Makasar,-5.14,119.4221,75.25,94,20,3.44,few clouds,ID,2022-01-31 23:49:49
306,Taperoa,-7.2075,-36.8267,75.47,74,18,12.93,few clouds,BR,2022-01-31 23:49:49
307,Luau,-10.7073,22.2247,63.81,98,100,5.37,light rain,AO,2022-01-31 23:49:50
308,Meadow Lake,34.8014,-106.5436,56.17,28,15,1.88,few clouds,US,2022-01-31 23:49:50
309,Wana,32.2989,69.5725,40.8,43,1,7.74,clear sky,PK,2022-01-31 23:49:51
310,Misratah,32.3754,15.0925,55.56,40,51,17.0,broken clouds,LY,2022-01-31 23:49:51
311,San Cristobal,7.7669,-72.225,75.38,81,66,2.42,broken clouds,VE,2022-01-31 23:49:52
312,Leningradskiy,69.3833,178.4167,-17.01,94,67,9.53,broken clouds,RU,2022-01-31 23:49:52
313,Saint Anthony,45.0205,-93.218,29.14,74,75,5.99,broken clouds,US,2022-01-31 23:49:52
314,Guerrero Negro,27.9769,-114.0611,65.75,48,21,11.79,few clouds,MX,2022-01-31 23:47:40
315,Flinders,-34.5833,150.8552,88.05,71,26,5.99,scattered clouds,AU,2022-01-31 23:48:43
316,Mahibadhoo,3.7833,72.9667,82.17,77,19,13.42,few clouds,MV,2022-01-31 23:49:53
317,Daru,-9.0763,143.2092,77.63,88,100,8.88,light rain,PG,2022-01-31 23:49:53
318,Gejiu,23.306,103.1635,36.64,95,100,4.27,overcast clouds,CN,2022-01-31 23:49:54
319,Half Moon Bay,37.4636,-122.4286,62.71,74,0,1.99,mist,US,2022-01-31 23:49:54
320,Hasaki,35.7333,140.8333,39.29,40,44,4.47,scattered clouds,JP,2022-01-31 23:49:55
321,Tumut,-35.3,148.2167,77.99,49,100,3.47,overcast clouds,AU,2022-01-31 23:49:55
322,Passos,-20.7189,-46.6097,67.73,96,100,1.7,light rain,BR,2022-01-31 23:49:56
323,Lufilufi,-13.8745,-171.5986,89.38,72,100,10.18,light rain,WS,2022-01-31 23:50:56
324,Casteltermini,37.5405,13.6445,47.75,83,80,11.68,broken clouds,IT,2022-01-31 23:50:56
325,Bilma,18.6853,12.9164,54.1,22,0,5.93,clear sky,NE,2022-01-31 23:50:57
326,Saskylakh,71.9167,114.0833,-28.79,100,84,2.3,broken clouds,RU,2022-01-31 23:49:52
327,Sistranda,63.7256,8.834,35.91,61,100,18.19,light snow,NO,2022-01-31 23:47:39
328,Goderich,43.7501,-81.7165,23.32,63,32,5.75,scattered clouds,CA,2022-01-31 23:50:04
329,Veraval,20.9,70.3667,68.68,82,0,11.05,clear sky,IN,2022-01-31 23:50:57
330,Quime,-16.9833,-67.2167,51.98,98,96,6.22,overcast clouds,BO,2022-01-31 23:50:58
331,Namie,37.4833,141.0,38.97,58,5,0.18,clear sky,JP,2022-01-31 23:50:58
332,Ippy,6.2679,21.2247,72.9,20,47,2.64,scattered clouds,CF,2022-01-31 23:50:58
333,Micheweni,-4.9667,39.8333,78.31,78,42,6.08,scattered clouds,TZ,2022-01-31 23:47:12
334,Imbituba,-28.24,-48.6703,76.89,91,37,1.95,scattered clouds,BR,2022-01-31 23:50:59
335,Aklavik,68.2191,-135.0107,1.4,78,75,11.5,broken clouds,CA,2022-01-31 23:50:59
336,Boyuibe,-20.4167,-63.2833,78.71,67,91,3.96,overcast clouds,BO,2022-01-31 23:51:00
337,Maniitsoq,65.4167,-52.9,7.32,87,99,10.76,light snow,GL,2022-01-31 23:51:00
338,Sundsvall,62.3913,17.3063,13.96,79,100,12.66,overcast clouds,SE,2022-01-31 23:51:00
339,Hailun,47.45,126.9333,-19.3,100,47,2.3,scattered clouds,CN,2022-01-31 23:51:01
340,Sadiqabad,28.3062,70.1307,60.69,32,0,8.41,clear sky,PK,2022-01-31 23:51:01
341,Cherkasskoye,52.4333,47.2167,32.67,98,100,15.79,light snow,RU,2022-01-31 23:51:02
342,Mutis,6.2262,-77.4044,78.12,82,90,5.32,overcast clouds,CO,2022-01-31 23:51:02
343,Zhanaozen,43.3,52.8,33.76,88,56,8.95,broken clouds,KZ,2022-01-31 23:51:03
344,Barvinkove,48.9097,37.0205,29.32,91,97,14.92,overcast clouds,UA,2022-01-31 23:51:03
345,Xuddur,4.1213,43.8894,70.38,82,44,14.74,scattered clouds,SO,2022-01-31 23:51:04
346,Evensk,61.95,159.2333,20.84,64,100,28.19,overcast clouds,RU,2022-01-31 23:51:04
347,Tual,-5.6667,132.75,83.86,74,100,21.65,overcast clouds,ID,2022-01-31 23:51:03
348,Ginda,30.6945,78.4932,34.88,40,5,8.01,clear sky,IN,2022-01-31 23:51:05
349,Niquero,20.0431,-77.5828,73.4,71,59,21.61,broken clouds,CU,2022-01-31 23:51:05
350,Klaksvik,62.2266,-6.589,47.32,82,100,36.84,overcast clouds,FO,2022-01-31 23:50:45
351,Thunder Bay,48.4001,-89.3168,26.58,83,75,8.05,broken clouds,CA,2022-01-31 23:51:05
352,Portland,45.5234,-122.6762,48.69,81,90,1.99,overcast clouds,US,2022-01-31 23:46:57
353,Vestmannaeyjar,63.4427,-20.2734,41.72,79,90,36.44,overcast clouds,IS,2022-01-31 23:51:06
354,Opunake,-39.4556,173.8583,72.63,62,100,2.01,overcast clouds,NZ,2022-01-31 23:51:06
355,Vaitape,-16.5167,-151.75,81.07,72,6,21.16,light rain,PF,2022-01-31 23:51:07
356,Touros,-5.1989,-35.4608,79.7,73,62,12.17,broken clouds,BR,2022-01-31 23:51:07
357,Znamenskoye,57.1281,73.8282,10.2,97,96,3.87,overcast clouds,RU,2022-01-31 23:51:07
358,Ayr,55.4627,-4.6339,49.5,100,75,19.57,broken clouds,GB,2022-01-31 23:51:08
359,Mandalgovi,45.7625,106.2708,2.3,57,3,6.22,clear sky,MN,2022-01-31 23:51:08
360,Saldanha,-33.0117,17.9442,66.25,77,16,6.76,few clouds,ZA,2022-01-31 23:51:08
361,Omboue,-1.5746,9.2618,77.83,86,90,4.88,overcast clouds,GA,2022-01-31 23:51:09
362,Ust-Nera,64.5667,143.2,-3.68,99,100,3.56,light snow,RU,2022-01-31 23:51:09
363,Houma,29.5958,-90.7195,62.6,63,48,5.99,scattered clouds,US,2022-01-31 23:51:09
364,Port Macquarie,-31.4333,152.9167,84.88,66,8,3.29,clear sky,AU,2022-01-31 23:48:09
365,Cayenne,4.9333,-52.3333,80.1,84,75,4.0,broken clouds,GF,2022-01-31 23:51:10
366,Kidal,18.4411,1.4078,64.65,8,37,13.69,scattered clouds,ML,2022-01-31 23:51:11
367,Shingu,33.7333,135.9833,41.99,50,8,4.85,clear sky,JP,2022-01-31 23:51:11
368,Montrose,38.4166,-108.2673,41.34,56,35,2.48,scattered clouds,US,2022-01-31 23:51:11
369,Ambovombe,-25.1667,46.0833,70.86,84,49,10.69,scattered clouds,MG,2022-01-31 23:52:12
370,Nuuk,64.1835,-51.7216,16.88,92,100,15.01,overcast clouds,GL,2022-01-31 23:52:12
371,Vanimo,-2.6741,141.3028,81.05,69,100,5.19,overcast clouds,PG,2022-01-31 23:52:12
372,Vila,42.0304,-8.1588,40.08,73,2,6.35,clear sky,PT,2022-01-31 23:52:13
373,Lamu,-2.2717,40.902,79.02,86,72,8.05,broken clouds,KE,2022-01-31 23:52:13
374,Olinda,-8.0089,-34.8553,78.53,89,75,5.75,thunderstorm,BR,2022-01-31 23:52:13
375,Russell,32.3502,-85.1999,62.2,46,1,0.0,clear sky,US,2022-01-31 23:48:42
376,Erzin,36.9559,36.2,43.32,82,87,4.88,overcast clouds,TR,2022-01-31 23:48:48
377,Taltal,-25.4,-70.4833,66.15,77,5,4.88,clear sky,CL,2022-01-31 23:52:14
378,Nantucket,41.2835,-70.0995,27.14,64,0,5.75,clear sky,US,2022-01-31 23:52:14
379,Lake City,30.1897,-82.6393,61.0,50,0,0.0,clear sky,US,2022-01-31 23:52:15
380,Bandarbeyla,9.4942,50.8122,76.44,77,58,15.1,broken clouds,SO,2022-01-31 23:52:15
381,Vanino,49.0869,140.2543,6.22,68,98,9.01,overcast clouds,RU,2022-01-31 23:52:16
382,Kieta,-6.2167,155.6333,81.64,79,100,5.23,moderate rain,PG,2022-01-31 23:52:16
383,Marzuq,14.4,46.4667,59.5,63,48,5.28,scattered clouds,YE,2022-01-31 23:49:52
384,Bud,39.447,-86.1758,37.49,70,69,7.05,broken clouds,US,2022-01-31 23:51:15
385,Youghal,51.95,-7.8506,48.67,98,97,16.87,overcast clouds,IE,2022-01-31 23:52:16
386,Copiapo,-27.3667,-70.3333,64.09,53,4,5.17,clear sky,CL,2022-01-31 23:49:27
387,Lavras,-21.2453,-44.9997,67.73,91,98,2.42,overcast clouds,BR,2022-01-31 23:52:17
388,Pangai,-19.8,-174.35,80.78,73,84,11.77,light rain,TO,2022-01-31 23:52:15
389,Opuwo,-18.0607,13.84,62.46,63,100,7.0,overcast clouds,NA,2022-01-31 23:48:35
390,Svetlogorsk,52.6333,29.7333,24.87,94,100,11.68,overcast clouds,BY,2022-01-31 23:52:18
391,Sambava,-14.2667,50.1667,76.14,88,100,7.99,overcast clouds,MG,2022-01-31 23:51:33
392,Kenai,60.5544,-151.2583,17.02,92,0,8.05,clear sky,US,2022-01-31 23:52:18
393,Ouango,4.3133,22.5552,69.91,35,83,1.3,broken clouds,CF,2022-01-31 23:52:18
394,Alice Springs,-23.7,133.8833,76.55,88,100,16.11,overcast clouds,AU,2022-01-31 23:52:19
395,Anadyr,64.75,177.4833,18.1,45,0,8.95,clear sky,RU,2022-01-31 23:52:19
396,Gebze,40.8028,29.4307,41.2,65,0,2.3,clear sky,TR,2022-01-31 23:52:20
397,High Level,58.5169,-117.136,-2.09,71,75,4.61,light snow,CA,2022-01-31 23:52:20
398,Fairbanks,64.8378,-147.7164,-7.4,73,0,0.0,clear sky,US,2022-01-31 23:48:30
399,Pechenga,69.5259,31.1703,-6.74,99,18,4.36,few clouds,RU,2022-01-31 23:52:20
400,Saint-Pierre,-21.3393,55.4781,78.48,73,20,11.5,few clouds,RE,2022-01-31 23:51:35
401,Kahului,20.8947,-156.47,79.86,68,40,16.11,scattered clouds,US,2022-01-31 23:52:15
402,Nishihara,26.1842,127.7558,60.08,75,75,3.44,broken clouds,JP,2022-01-31 23:52:00
403,Kupang,-10.1667,123.5833,82.98,89,75,8.05,broken clouds,ID,2022-01-31 23:52:21
404,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.03,77,10,6.44,clear sky,BR,2022-01-31 23:52:21
405,Todos Santos,23.45,-110.2167,76.1,56,1,13.06,clear sky,MX,2022-01-31 23:52:22
406,Fallon,39.4735,-118.7774,53.47,17,75,8.05,broken clouds,US,2022-01-31 23:52:22
407,Charagua,-19.8,-63.2167,78.37,76,80,3.09,broken clouds,BO,2022-01-31 23:52:23
408,Alta Floresta,-9.8756,-56.0861,70.7,97,73,2.44,broken clouds,BR,2022-01-31 23:52:23
409,Pitlochry,56.7051,-3.7343,43.92,99,100,5.03,overcast clouds,GB,2022-01-31 23:52:23
410,Vila Franca Do Campo,37.7167,-25.4333,59.41,82,54,14.56,broken clouds,PT,2022-01-31 23:52:24
411,Maxixe,-23.8597,35.3472,74.48,85,36,5.53,scattered clouds,MZ,2022-01-31 23:52:24
412,Quatre Cocos,-20.2078,57.7625,79.09,74,57,23.98,broken clouds,MU,2022-01-31 23:52:24
413,Finschhafen,-6.6024,147.8681,84.34,72,100,5.55,overcast clouds,PG,2022-01-31 23:52:25
414,Salta,-24.7859,-65.4117,68.59,70,75,1.99,broken clouds,AR,2022-01-31 23:52:25
415,Inhambane,-23.865,35.3833,75.52,83,37,6.51,scattered clouds,MZ,2022-01-31 23:52:25
416,Kirakira,-10.4544,161.9205,84.63,73,87,3.53,overcast clouds,SB,2022-01-31 23:53:26
417,Nagykanizsa,46.4535,16.991,31.59,93,86,3.58,overcast clouds,HU,2022-01-31 23:53:26
418,Santa Lucia,27.9117,-15.5407,64.76,70,100,5.75,overcast clouds,ES,2022-01-31 23:53:26
419,Gerash,27.6652,54.1371,56.82,56,0,2.04,clear sky,IR,2022-01-31 23:53:27
420,Immokalee,26.4187,-81.4173,61.92,35,0,4.61,clear sky,US,2022-01-31 23:53:27
421,Ust-Ilimsk,58.0006,102.6619,-2.16,99,98,1.95,overcast clouds,RU,2022-01-31 23:53:28
422,Hameenlinna,60.996,24.4643,19.02,97,100,5.32,overcast clouds,FI,2022-01-31 23:53:28
423,Sur,22.5667,59.5289,72.0,59,0,5.79,clear sky,OM,2022-01-31 23:53:28
424,Namibe,-15.1961,12.1522,71.78,72,99,8.68,overcast clouds,AO,2022-01-31 23:53:29
425,Svetlyy,54.675,20.1347,32.05,62,99,13.76,overcast clouds,RU,2022-01-31 23:53:29
426,Avera,33.194,-82.5271,51.71,50,97,5.44,overcast clouds,US,2022-01-31 23:53:29
427,Sakakah,29.9697,40.2064,47.77,57,2,9.84,clear sky,SA,2022-01-31 23:53:25
428,Havre-Saint-Pierre,50.2334,-63.5986,12.79,72,100,13.8,overcast clouds,CA,2022-01-31 23:52:46
429,Deputatskiy,69.3,139.9,-26.21,100,59,3.83,broken clouds,RU,2022-01-31 23:53:30
430,Salalah,17.0151,54.0924,66.58,68,2,4.72,clear sky,OM,2022-01-31 23:53:31
431,Goure,13.9835,10.2704,55.17,20,3,10.87,clear sky,NE,2022-01-31 23:53:31
432,Gari,59.4307,62.3497,-6.05,100,78,2.33,broken clouds,RU,2022-01-31 23:53:31
433,Lompoc,34.6391,-120.4579,66.51,72,0,9.22,clear sky,US,2022-01-31 23:51:06
434,Dingle,10.9995,122.6711,77.63,86,99,9.71,overcast clouds,PH,2022-01-31 23:48:49
435,Pimentel,-6.8367,-79.9342,73.69,68,0,18.41,clear sky,PE,2022-01-31 23:53:32
436,Narasannapeta,18.4167,84.05,65.8,88,26,4.12,scattered clouds,IN,2022-01-31 23:53:32
437,Camacari,-12.6975,-38.3242,82.17,84,0,6.13,clear sky,BR,2022-01-31 23:53:33
438,Fort Nelson,58.8053,-122.7002,-0.81,78,75,2.3,light snow,CA,2022-01-31 23:53:33
439,Mobaye,4.319,21.1786,72.01,30,65,2.08,broken clouds,CF,2022-01-31 23:53:33
440,Cockburn Town,21.4612,-71.1419,73.85,72,96,22.57,overcast clouds,TC,2022-01-31 23:51:44
441,Lake Charles,30.2131,-93.2044,64.38,73,100,4.0,overcast clouds,US,2022-01-31 23:53:34
442,Mazagao,-0.115,-51.2894,77.05,96,85,3.13,moderate rain,BR,2022-01-31 23:53:34
443,Cap Malheureux,-19.9842,57.6142,79.47,70,67,5.99,broken clouds,MU,2022-01-31 23:53:35
444,Salvacion,7.9833,126.1333,75.96,92,96,2.04,overcast clouds,PH,2022-01-31 23:53:35
445,Honningsvag,70.9821,25.9704,28.83,75,99,12.44,overcast clouds,NO,2022-01-31 23:53:35
446,Ambulu,-8.345,113.6058,78.55,84,100,2.95,overcast clouds,ID,2022-01-31 23:53:36
447,Paamiut,61.994,-49.6678,20.88,79,100,16.35,light snow,GL,2022-01-31 23:53:36
448,Kibondo,-3.5864,30.7203,59.83,97,100,3.2,overcast clouds,TZ,2022-01-31 23:53:36
449,Laguna,38.421,-121.4238,64.63,53,0,3.0,clear sky,US,2022-01-31 23:53:37
450,El Seibo,18.7641,-69.0375,76.53,90,45,6.2,scattered clouds,DO,2022-01-31 23:53:37
451,Yenagoa,4.9247,6.2642,72.75,73,54,3.06,broken clouds,NG,2022-01-31 23:53:37
452,Kot Samaba,28.5522,70.4684,60.33,32,0,8.86,clear sky,PK,2022-01-31 23:53:38
453,Sinnamary,5.3833,-52.95,76.8,86,100,9.4,overcast clouds,GF,2022-01-31 23:53:38
454,Ferrandina,40.5012,16.4547,47.98,79,100,4.23,overcast clouds,IT,2022-01-31 23:53:38
455,Chimore,-16.9833,-65.1333,72.61,98,91,2.15,overcast clouds,BO,2022-01-31 23:53:39
456,Usvyaty,55.7456,30.7533,19.85,99,97,2.73,overcast clouds,RU,2022-01-31 23:53:39
457,Verkhnevilyuysk,63.4453,120.3167,-30.37,100,97,3.76,overcast clouds,RU,2022-01-31 23:53:40
458,Walvis Bay,-22.9575,14.5053,70.09,83,100,8.01,overcast clouds,NA,2022-01-31 23:53:40
459,Baculin,7.4525,126.5842,80.26,76,86,8.23,overcast clouds,PH,2022-01-31 23:53:40
460,Lebanon,36.2081,-86.2911,46.92,54,0,0.0,clear sky,US,2022-01-31 23:53:41
461,Beloha,-25.1667,45.05,71.76,81,47,12.24,scattered clouds,MG,2022-01-31 23:53:41
462,Erenhot,43.6475,111.9767,-1.86,85,4,6.8,clear sky,CN,2022-01-31 23:53:41
463,Srednekolymsk,67.45,153.6833,-14.15,92,100,4.65,overcast clouds,RU,2022-01-31 23:54:42
464,Bakau,13.4781,-16.6819,75.34,60,100,10.36,overcast clouds,GM,2022-01-31 23:54:42
465,Bulaevo,54.9056,70.4439,21.54,95,100,10.58,overcast clouds,KZ,2022-01-31 23:54:42
466,Pietarsaari,63.65,22.6833,11.89,97,48,7.05,scattered clouds,FI,2022-01-31 23:54:43
467,Dejen,10.1667,38.1333,55.38,49,26,2.71,scattered clouds,ET,2022-01-31 23:54:43
468,Padang,-0.9492,100.3543,77.05,88,66,2.06,broken clouds,ID,2022-01-31 23:52:43
469,Trenggalek,-8.05,111.7167,77.34,88,100,2.06,overcast clouds,ID,2022-01-31 23:54:44
470,Junagadh,21.5167,70.4667,63.07,88,0,4.32,clear sky,IN,2022-01-31 23:54:44
471,Bacalar,18.6667,-88.3833,70.86,70,98,5.95,overcast clouds,MX,2022-01-31 23:54:44
472,Bani Walid,31.7566,13.9942,50.14,37,34,14.43,scattered clouds,LY,2022-01-31 23:54:45
473,Uyemskiy,64.4743,40.8524,15.85,92,40,4.47,scattered clouds,RU,2022-01-31 23:54:45
474,Orshanka,56.9161,47.8933,23.25,97,98,7.85,overcast clouds,RU,2022-01-31 23:54:46
475,Altay,47.8667,88.1167,7.57,64,89,4.85,overcast clouds,CN,2022-01-31 23:54:46
476,Kijang,35.2442,129.2139,31.73,51,11,12.64,few clouds,KR,2022-01-31 23:54:46
477,Road Town,18.4167,-64.6167,78.84,73,20,3.44,few clouds,VG,2022-01-31 23:51:21
478,Gao,16.6362,1.637,63.37,9,34,13.22,scattered clouds,ML,2022-01-31 23:54:47
479,Obihiro,42.9172,143.2044,6.21,77,5,8.16,clear sky,JP,2022-01-31 23:54:47
480,Port-Gentil,-0.7193,8.7815,80.96,77,36,7.49,light rain,GA,2022-01-31 23:54:48
481,Ugoofaaru,5.6667,73.0,82.29,72,11,12.57,few clouds,MV,2022-01-31 23:54:48
482,Ucluelet,48.9329,-125.5528,46.09,82,9,3.0,clear sky,CA,2022-01-31 23:54:48
483,Richards Bay,-28.783,32.0377,74.35,82,61,9.89,broken clouds,ZA,2022-01-31 23:53:13
484,Namtsy,62.7161,129.6658,-21.89,100,100,2.39,overcast clouds,RU,2022-01-31 23:54:49
485,Tumen,42.9661,129.8425,6.28,82,31,3.65,scattered clouds,CN,2022-01-31 23:54:49
486,Sawakin,19.1059,37.3321,68.79,56,89,14.67,overcast clouds,SD,2022-01-31 23:54:49
487,Derzhavinsk,51.1,66.3167,18.63,94,100,15.08,light snow,KZ,2022-01-31 23:54:50
488,Espirito Santo Do Pinhal,-22.1158,-46.6828,68.72,98,99,3.51,overcast clouds,BR,2022-01-31 23:54:50
489,Tukrah,32.5341,20.5791,54.27,77,37,19.82,scattered clouds,LY,2022-01-31 23:54:51
490,Santa Maria,-29.6842,-53.8069,81.7,51,40,3.44,scattered clouds,BR,2022-01-31 23:54:51
491,Hot Springs,34.5037,-93.0552,64.8,45,20,4.61,few clouds,US,2022-01-31 23:50:18
492,Sobolevo,54.4299,31.8996,23.67,97,100,5.88,snow,RU,2022-01-31 23:54:51
493,Nogliki,51.8333,143.1667,8.44,88,100,23.44,overcast clouds,RU,2022-01-31 23:54:15
494,Puerto Escondido,15.85,-97.0667,81.54,67,10,10.49,clear sky,MX,2022-01-31 23:54:52
495,Say,13.1007,2.3689,72.16,15,14,10.31,few clouds,NE,2022-01-31 23:54:52
496,Chegdomyn,51.1167,133.0167,-16.47,100,98,0.25,overcast clouds,RU,2022-01-31 23:54:53
497,Prachuap Khiri Khan,12.2167,99.75,71.91,96,22,2.68,few clouds,TH,2022-01-31 23:51:51
498,Helong,42.5397,128.9972,13.14,77,98,2.44,overcast clouds,CN,2022-01-31 23:54:53
499,Wajir,1.7471,40.0573,75.83,70,72,16.2,broken clouds,KE,2022-01-31 23:54:53
500,Tondela,40.5167,-8.0833,47.59,54,0,9.4,clear sky,PT,2022-01-31 23:54:54
501,Mandera,3.9366,41.867,75.6,58,87,14.0,overcast clouds,KE,2022-01-31 23:54:54
502,Labytnangi,66.6572,66.4183,-21.41,100,82,3.04,broken clouds,RU,2022-01-31 23:54:54
503,Mount Isa,-20.7333,139.5,85.77,66,73,12.66,broken clouds,AU,2022-01-31 23:54:55
504,Vengerovo,55.6848,76.7471,16.88,95,98,10.2,light snow,RU,2022-01-31 23:54:55
505,Nadym,65.5333,72.5167,-19.95,100,100,6.38,overcast clouds,RU,2022-01-31 23:54:55
506,Coihaique,-45.5752,-72.0662,59.61,63,75,8.05,broken clouds,CL,2022-01-31 23:54:56
507,Thinadhoo,0.5333,72.9333,82.56,69,19,11.05,few clouds,MV,2022-01-31 23:54:56
508,Jieshi,22.8134,115.8257,51.94,88,100,10.4,overcast clouds,CN,2022-01-31 23:54:57
509,Cognac,45.5,-0.25,42.6,81,0,8.05,clear sky,FR,2022-01-31 23:54:57
510,Olafsvik,64.8945,-23.7142,25.84,80,87,23.2,overcast clouds,IS,2022-01-31 23:53:33
511,Klyuchi,52.2667,79.1667,5.41,97,74,6.87,broken clouds,RU,2022-01-31 23:55:57
512,Huarmey,-10.0681,-78.1522,71.92,80,84,8.61,broken clouds,PE,2022-01-31 23:55:58
513,Aranos,-24.1333,19.1167,69.03,86,100,7.09,moderate rain,NA,2022-01-31 23:55:58
514,Kolobrzeg,54.1757,15.5834,34.97,69,96,10.04,overcast clouds,PL,2022-01-31 23:55:59
515,Bambanglipuro,-7.95,110.2833,62.6,84,100,3.11,overcast clouds,ID,2022-01-31 23:55:59
516,San Policarpo,12.1791,125.5072,79.79,82,69,10.58,broken clouds,PH,2022-01-31 23:55:59
517,Salinas,36.6777,-121.6555,60.35,79,40,4.61,scattered clouds,US,2022-01-31 23:55:20
518,Aromashevo,56.8602,68.6375,6.85,98,92,3.69,overcast clouds,RU,2022-01-31 23:56:00
519,Kataysk,56.289,62.5841,-4.49,100,75,3.85,broken clouds,RU,2022-01-31 23:56:00
520,Yuzhno-Kurilsk,44.0306,145.8556,26.01,77,100,23.31,overcast clouds,RU,2022-01-31 23:56:01
521,Talas,38.6908,35.5538,27.27,100,75,0.0,mist,TR,2022-01-31 23:56:01
